"独自番号","安定所名","求人番号","事_業_所","所_在_地","資本金","全社員数","就業場所人数","求人数","就業場所","月額賃金","賞与","時間外平均","週休２日制","年間休日数","業種8種","産業分類","職種"
"1743","名古屋南公共職業安定所","23030-195659","株式会社小坂鉄工所","愛知県名古屋市南区要町４－２６","2,000万円",90,58,2,"愛知県",\190000,"あり",20,"毎週",121,"製造分野","航空機・同附属品製造業","技能職・技術職"
"1744","豊田公共職業安定所","23090-148959","近藤工業株式会社","愛知県豊田市高丘新町天王11","4,800万円",321,202,27,"愛知県",\229000,"あり",77,"その他",121,"製造分野","自動車・同附属品製造業","製造職自動車部品 (学科不問)(総合職)"
"1745","春日井公共職業安定所","23170-510659","医療法人さくら会","愛知県春日井市篠木町8丁目8-1",,500,50,10,"愛知県",\218000,"あり",17,"毎週",120,"医療・福祉","歯科診療所","歯科助手・受付(さくら会"
"1746","春日井公共職業安定所","23170-509459","医療法人さくら会","愛知県春日井市篠木町8丁目8-1",,500,30,2,"愛知県",\218000,"あり",13,"毎週",120,"医療・福祉","歯科診療所","歯科助手・事務(さくら会"
"1747","名古屋中公共職業安定所","23020-490959","株式会社札幌かに本家","愛知県名古屋市中村区名駅南１－１７－２０","4,660万円",696,70,10,"",\200000,"あり",5,"毎週",105,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","調理"
"1748","名古屋中公共職業安定所","23020-496559","株式会社札幌かに本家","愛知県名古屋市中村区名駅南１－１７－２０","4,660万円",696,70,10,"",\200000,"あり",5,"毎週",105,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","接客及びフロント"
"1749","豊田公共職業安定所","23090-370359","サトープレス工業株式会社","愛知県豊田市高岡町新宮３８番地３９","3,000万円",230,230,5,"愛知県",\183000,"あり",20,"その他",119,"製造分野","金属素形材製品製造業","技能職（設備メンテナンス）"
"1750","豊田公共職業安定所","23090-366459","サトープレス工業株式会社","愛知県豊田市高岡町新宮３８番地３９","3,000万円",230,230,5,"愛知県",\183000,"あり",20,"その他",119,"製造分野","金属素形材製品製造業","技能職（精密金型部品の製作）"
"1751","豊田公共職業安定所","23090-368659","サトープレス工業株式会社","愛知県豊田市高岡町新宮３８番地３９","3,000万円",230,230,5,"愛知県",\183000,"あり",20,"その他",119,"製造分野","金属素形材製品製造業","技能職（機械オペレーター）"
"1752","豊田公共職業安定所","23090-371159","サトープレス工業株式会社","愛知県豊田市高岡町新宮３８番地３９","3,000万円",230,230,5,"愛知県",\183000,"あり",20,"その他",119,"製造分野","金属素形材製品製造業","生産管理（製品の出荷）"
"1753","豊田公共職業安定所","23090-369959","サトープレス工業株式会社","愛知県豊田市高岡町新宮３８番地３９","3,000万円",230,230,5,"愛知県",\183000,"あり",20,"その他",119,"製造分野","金属素形材製品製造業","技能職（精密金型のメンテナンス・調整）"
"1754","名古屋中公共職業安定所","23020-1137659","三洋機工株式会社","愛知県北名古屋市沖村岡１番地","9,800万円",276,263,5,"愛知県",\196200,"あり",17,"毎週",121,"製造分野","一般産業用機械・装置製造業","生産技術員"
"1755","名古屋南公共職業安定所","23030-145759","シー・エッチ・エス株式会社","愛知県豊明市西川町荒巻６番２","1,000万円",30,30,5,"愛知県",\250000,"あり",15,"毎週",110,"その他の分野","その他の物品賃貸業","足場工事の架け払し業務"
"1756","名古屋南公共職業安定所","23030-22759","医療法人清水会豊明老人保健施設","愛知県豊明市沓掛町桟敷３０－７",,874,176,5,"愛知県",\212530,"あり",5,"毎週",117,"医療・福祉","老人福祉・介護事業","介護"
"1757","名古屋南公共職業安定所","23030-23659","医療法人清水会豊明第二老人保健施設","愛知県豊明市沓掛町城塚一番地",,874,100,3,"愛知県",\212530,"あり",5,"毎週",117,"医療・福祉","老人福祉・介護事業","介護"
"1758","名古屋南公共職業安定所","23030-21459","医療法人清水会ひかり老人保健施設","愛知県名古屋市緑区藤塚３丁目２８０２",,874,103,3,"",\212530,"あり",5,"毎週",117,"医療・福祉","老人福祉・介護事業","介護"
"1759","名古屋南公共職業安定所","23030-20559","医療法人清水会まこと介護医療院","愛知県名古屋市緑区藤塚３丁目２６０４",,874,118,3,"",\212530,"あり",5,"毎週",117,"医療・福祉","老人福祉・介護事業","介護"
"1760","名古屋南公共職業安定所","23030-18059","医療法人清水会グリーンヒルズケア相生","愛知県豊明市沓掛町山新田５０番１",,874,60,3,"",\213330,"あり",5,"その他",117,"医療・福祉","老人福祉・介護事業","介護"
"1761","名古屋中公共職業安定所","23020-1475659","株式会社Ｓｈｉｎｗａ","愛知県名古屋市中川区打出２丁目２５０番地","1,000万円",34,31,1,"",\224040,"あり",10,"その他",103,"製造分野","その他の食料品製造業","調理員（調理補助）"
"1762","西尾公共職業安定所","23120-190059","株式会社鈴木組","愛知県西尾市吉良町下横須賀郷西３６番地３６","500万円",15,15,5,"愛知県",\220000,"あり",20,"その他",100,"建築・設備","建築工事業（木造建築工事業を除く）","型枠大工"
"1763","刈谷公共職業安定所","23110-501859","株式会社首藤鉄工所","愛知県大府市大東町３丁目４３番地","1,000万円",37,37,3,"愛知県",\195000,"あり",10,"毎週",118,"製造分野","建設機械・鉱山機械製造業","機械技能職"
"1764","名古屋中公共職業安定所","23020-1416459","医療法人生生会松蔭病院","愛知県名古屋市中川区打出２丁目７０","2,000万円",691,386,3,"愛知県",\206950,"あり",5,"その他",126,"医療・福祉","病院","看護助手（介護職員）"
"1765","名古屋中公共職業安定所","23020-1472559","医療法人生生会まつかげシニアホスピタル","愛知県名古屋市中川区打出２丁目３４７番地","2,000万円",691,305,3,"",\223300,"あり",5,"その他",103,"医療・福祉","病院","看護助手（介護職員）"
"1766","名古屋南公共職業安定所","23030-866959","株式会社セントラル","愛知県名古屋市港区小碓４丁目２２５番地３号","300万円",12,12,3,"愛知県",\250000,"あり",5,"その他",105,"建築・設備","その他の職別工事業","清潔な水を供給する水道工事スタッフ"
"1767","豊田公共職業安定所","23090-437559","大岡技研株式会社","愛知県豊田市高岡町秋葉山1番地1",,857,381,60,"",\189000,"あり",18,"毎週",120,"製造分野","自動車・同附属品製造業","製造職(機械オペレーター)"
"1768","津島公共職業安定所","23100-161859","大和機械メンテ株式会社","愛知県弥富市五之三川平２－２０８","1,000万円",26,26,6,"愛知県",\220000,"あり",6,"その他",105,"建築・設備","その他の設備工事業","技術職（発電設備）"
"1769","刈谷公共職業安定所","23110-748359","大和機工株式会社","愛知県大府市梶田町1-171","2億4,800万円",176,109,15,"愛知県",\195500,"あり",17,"その他",120,"製造分野","建設機械・鉱山機械製造業","技術職(大型重機・工場設備メンテナンス) 愛知大府市勤務/ライン作業と夜勤なし"
"1770","名古屋東公共職業安定所","23010-170159","中央可鍛工業株式会社","愛知県日進市浅田平子１丁目３００番地","11億6,100万円",663,494,9,"愛知県",\190000,"あり",21,"毎週",121,"製造分野","鉄素形材製造業","技能員（日進）"
"1771","名古屋南公共職業安定所","23030-192559","中央発條株式会社","愛知県名古屋市緑区鳴海町上汐田68番地","108億3,700万円",1380,235,10,"愛知県",\200000,"あり",10,"毎週",121,"その他の分野","耕種農業","生産技能職"
"1772","名古屋南公共職業安定所","23030-191259","中央発條株式会社","愛知県名古屋市緑区鳴海町上汐田68番地","108億3,700万円",1380,256,10,"愛知県",\200000,"あり",,"毎週",121,"その他の分野","耕種農業","機械工(中発技能学園)"
"1773","刈谷公共職業安定所","23110-375359","社会福祉法人長寿会","愛知県刈谷市小垣江町白沢４５番地","100万円",282,196,10,"愛知県",\237100,"あり",,"その他",109,"医療・福祉","老人福祉・介護事業","介護職員（高卒／職員寮あり）"
"1774","豊田公共職業安定所","23090-34659","株式会社都筑","愛知県豊田市日之出町２丁目１２番地５","1,000万円",530,25,3,"愛知県",\215000,"あり",2,"その他",105,"理美容・生活","遊戯場","ホール・カウンタースタッフ（接客業）"
"1775","豊川公共職業安定所　蒲郡出張所","23141-46459","艶栄工業株式会社","愛知県蒲郡市宝町２－２９","2,000万円",56,56,4,"愛知県",\200000,"あり",13,"その他",105,"製造分野","染色整理業","生産技術職"
"1776","豊川公共職業安定所　蒲郡出張所","23141-42359","艶栄工業株式会社","愛知県蒲郡市宝町２－２９","2,000万円",56,56,2,"愛知県",\200000,"あり",13,"その他",105,"製造分野","染色整理業","事務職"
"1777","春日井公共職業安定所","23170-219659","株式会社ディ・エー・アイ","愛知県春日井市下条町１１４７－４","5,000万円",400,25,12,"愛知県",\266500,"あり",23,"毎週",105,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","（接客・調理）店舗スタッフ"
"1778","刈谷公共職業安定所","23110-281459","株式会社ティーエスケー","愛知県安城市宇頭茶屋町南裏88-4","1,000万円",38,29,5,"愛知県",\220500,"あり",20,"その他",110,"製造分野","一般産業用機械・装置製造業","サービスエンジニア (機械メンテナンス及び電気工事)"
"1779","岡崎公共職業安定所","23050-180259","寺井電気工業株式会社","愛知県岡崎市矢作町字金谷５１","2,000万円",24,24,2,"",\210000,"あり",26,"その他",111,"建築・設備","電気工事業","電気工事（建物や機械に電気を通す仕事）"
"1780","名古屋中公共職業安定所","23020-1487359","東海警備保障株式会社","愛知県名古屋市北区清水５丁目８番１号","5,000万円",390,91,10,"愛知県",\188000,"あり",16,"その他",107,"その他の分野","警備業","中部国際空港セントレアの警備"
"1781","名古屋南公共職業安定所","23030-31659","東海信和株式会社","愛知県名古屋市瑞穂区洲山町２丁目３２
新瑞ターミナルビル３階","1,000万円",61,12,5,"",\230000,"なし",20,"その他",110,"建築・設備","建築工事業（木造建築工事業を除く）","営業"
"1782","名古屋南公共職業安定所","23030-32959","東海信和株式会社","愛知県名古屋市瑞穂区洲山町２丁目３２
新瑞ターミナルビル３階","1,000万円",61,12,5,"",\230000,"なし",20,"その他",110,"建築・設備","建築工事業（木造建築工事業を除く）","足場軽作業及び管理"
